Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],Surface area (sq. km) [AG.SRF.TOTL.K2],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Contraceptive prevalence, any methods (% of women ages 15-49) [SP.DYN.CONU.ZS]",Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]",Forest area (sq. km) [AG.LND.FRST.K2],"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal) [ER.GDP.FWTL.M3.KD]",Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],"Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Start-up procedures to register a business (number) [IC.REG.PROC],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],Net migration [SM.POP.NETM],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Net ODA received per capita (current US$) [DT.ODA.ODAT.PC.ZS],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]"
2006,YR2006,Cuba,CUB,11261241,-0.003063559,109890,..,50980928108,4530,..,..,..,77.864,1.576,47.8426,72.6,99.9,7.1,..,96,95.89933777,95.4187088,0.999710023,0.1,27332,..,945.9769132,2.335444202,1227.218208,52742800000,12.06586311,10.3655612,3.405014523,22.20473695,18.71345473,18.47455956,11.72861509,..,..,..,..,1.356110797,..,25.43854327,164.0035305,..,..,..,..,..,7.300261053,4683.569067,..,..
2006,YR2006,Curacao,CUW,141239,2.568114257,444,..,..,..,3662002832,25930,..,74.7097561,2.1,37.656,..,..,..,..,..,..,..,..,..,..,..,14581.1072,..,7243.041936,..,1.63593427,3.130001384,0.557540406,16.09219655,63.39065248,81.16485859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.114995241
2006,YR2006,Cyprus,CYP,1045508,1.722143793,9250,15.5,19226577788,25600,21262837016,28310,8.8,78.764,1.498,6.5932,..,98.5,4.6,..,87,101.1462097,96.59815216,1.007419944,..,1723.48,..,2207.926673,7.594394304,4238.131129,20072786351,4.713828666,3.086230037,2.27597244,17.83012994,53.43572738,56.37059908,24.60449107,62.84122244,..,80.49714533,1.899997863,114.4986146,..,41.15522308,102.695855,..,..,..,239604656.8,1871897927,..,26729.3234,-974111242.9,2.30468733
2006,YR2006,Czech Republic,CZE,10238905,0.270795629,78870,..,1.43356E+11,14000,2.294E+11,22400,9.3,76.52439024,1.34,11.1656,..,99.7,4.1,..,97,93.89820099,96.03755951,1.00880003,..,26493.44,..,4491.516134,11.77860328,6528.53015,1.56264E+11,6.766932681,0.654105321,2.164955432,34.33321599,64.87542344,62.15295843,30.38272884,31.16457337,10,28.39560157,1.575906158,120.4647441,..,120.3859397,104.0079054,..,..,..,1677693601,7132002408,..,15261.79759,-4042665554,2.533992583
2006,YR2006,Denmark,DNK,5437272,0.328645159,43090,11.7,2.91089E+11,53540,2.05181E+11,37740,9.8,78.09512195,1.85,6.0188,..,98.7,4.8,..,90,102.0396576,119.9998398,1.018069983,..,5805.34,..,3728.171039,10.70573626,6824.745939,2.82885E+11,3.913007978,2.076179572,1.165189899,22.81959381,50.73004702,46.63668918,24.29829204,38.70316835,5,..,1.377492183,107.050897,..,62.94608513,99.28126078,..,..,..,1775307875,2385249288,..,52026.99951,5614230182,1.924221385
2006,YR2006,Djibouti,DJI,794554,1.433157458,23200,..,..,..,..,..,..,58.34,3.739,26.4334,17.8,78.4,86.2,..,67,38.25157166,22.84099007,0.764829993,2.4,56,..,179.975181,0.541184111,..,768873684,..,..,..,..,..,..,..,..,11,..,6.441955821,5.640458969,..,50.85360679,100.9536146,566294148.7,3.310795788,..,4726509.529,108287709.4,145.2135377,967.6795838,-108287709.4,3.483406997
2006,YR2006,Dominica,DMA,70718,0.195331914,750,..,388113954.5,5490,564434845.7,7980,..,..,..,..,..,..,20.5,..,97,84.3052063,98.49783325,1.025869966,..,478.7,..,593.9081988,2.403914138,..,390251851.9,4.659455486,2.367080499,10.50129071,13.16149115,37.01313492,50.96423962,..,..,5,..,..,101.1058005,..,53.29891428,102.8103882,272826815,5.386657633,..,7429.62963,25907525.93,278.0055975,5518.4232,-25907525.93,2.202391326
2006,YR2006,Dominican Republic,DOM,9218681,1.325847964,48670,..,33554118341,3640,81396396203,8830,3.9,71.041,2.619,105.0042,61.3,95.5,36,3.9,81,85.80622101,..,..,1.6,20328.6,..,776.5667344,2.204219888,1330.233685,37879869898,9.174355406,6.641244773,6.85871932,31.10986126,28.22491627,35.54156637,26.9268715,15.27992834,9,..,0.683423361,49.96003769,..,49.58834349,101.2016039,9219827515,3.914717781,..,26600000,1528700000,8.135654114,4109.033591,-1084600000,7.572805239
2006,YR2006,Ecuador,ECU,14059379,1.675048483,256370,..,43595368124,3100,1.08595E+11,7720,3.7,74.319,2.753,83.6932,..,80.6,21.8,6.8,97,99.7706604,64.27047729,1.005679965,0.3,133091.14,..,667.1040734,2.070503967,862.4847513,46802044000,4.403526434,8.000910822,9.408136106,33.88670802,30.33307477,29.37670842,22.45981393,..,14,..,2.029825877,60.35150615,..,53.07887835,126.8445214,20385516556,9.905755474,..,62455627.1,271428852.5,15.21190908,3328.884156,-271428852.5,3.298748463
2006,YR2006,"Egypt, Arab Rep.",EGY,76873670,1.771855275,1001450,..,1.01587E+11,1320,5.87648E+11,7640,..,69.608,3.013,49.9784,..,..,34.3,..,98,87.35761261,..,..,0.1,630.68,..,844.987536,2.200103104,1333.29136,1.07426E+11,6.843838197,7.359977727,13.23720253,36.15473531,29.94981383,31.56872268,18.73077546,28.13898333,11,87.0332362,2.606218603,23.4164801,..,40.98445847,135.1677094,31025131833,2.303949626,..,135000000,10042800000,11.82498545,1397.43669,-9894400000,7.644526445
2006,YR2006,El Salvador,SLV,6079395,0.449589964,21040,..,15609686957,2570,33063078519,5440,4.8,70.333,2.465,83.7292,..,89.6,23.5,..,98,88.98686981,67.05412292,0.977020025,0.7,6468.8,..,778.7098881,1.189263076,817.0220885,15999886400,4.342895377,4.326762659,6.046167928,24.47186125,25.93968417,47.51589986,20.07545504,20.06389245,11,..,0.888131106,63.3551277,..,71.0567545,82.14141079,10004564796,8.139301167,..,27980000,241130000,29.31870778,2631.822147,-267430000,4.037123594
2006,YR2006,Equatorial Guinea,GNQ,784494,4.559658305,28050,76.8,6359387172,8110,18306829396,23340,..,54.638,5.498,175.429,..,..,129.7,..,47,..,..,..,4.7,25654.38,..,1915.884634,11.6763162,..,10086528699,7.704917607,12.9763712,1.518255278,82.91490224,82.32565045,36.20713192,26.50112454,39.88759507,18,..,..,15.29644511,..,101.3926625,175.2413,..,..,..,..,469506014.6,33.41006953,12857.36882,..,4.415899842
2006,YR2006,Eritrea,ERI,2918209,3.187674572,117600,..,1183884594,410,4510019762,1550,..,59.487,4.881,77.3402,..,..,64.7,..,94,79.71649933,42.51174164,0.730620027,1,10995,..,237.8705569,0.178191487,79.50081711,1211161880,-0.969217111,11.39400395,24.5999999,18.15290725,6.899509392,38.36133666,13.68111654,..,13,..,..,2.124456644,..,41.86063057,84.29087048,822735305.2,1.167680632,..,..,15375609.76,43.24227718,415.0360305,..,..
2006,YR2006,Estonia,EST,1346810,-0.58965556,45230,19.4,15481930190,11500,24581739979,18250,7.5,72.69146341,1.58,22.7542,..,99.5,6.5,..,96,94.97763824,103.1119003,1.014490008,..,22971.68,..,3775.035083,11.7982492,5869.424789,17012322168,9.718761103,9.022942492,3.146287436,26.96425698,63.3059922,73.42195234,39.85693914,33.31435176,6,..,1.388422436,122.9246689,..,136.024934,94.27428732,..,..,..,73830848.54,1758167636,..,12631.56805,-312038696.8,4.437620424
2006,YR2006,Ethiopia,ETH,78489205,2.768139897,1136271.646,..,14407106797,180,55711548425,710,..,57.334,5.667,90.5082,..,..,102.8,..,44,47.19113922,29.22883987,0.814249992,1.6,180905,..,483.9403075,0.06879927,37.4828615,15280861835,10.83472707,11.5523498,42.52417012,11.59231605,..,..,0,8.871432405,11,..,2.266537384,1.104228268,..,40.90083444,110.1867722,2220991209,0.876785032,..,14131041.59,545257102.2,25.92139962,194.6874329,-545257102.2,12.31
2006,YR2006,Faroe Islands,FRO,47793,0.129810328,1396,..,..,..,..,..,..,79.6902439,2.5,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,..,1984445416,..,..,14.05292727,17.23144453,41.57748007,51.67823339,26.45600834,..,..,..,..,104.5467861,..,72.61474608,102.3040892,..,..,..,23417696.47,..,..,41521.67506,..,..
2006,YR2006,Fiji,FJI,827869,0.75939679,18270,..,2975266823,3590,6023510265,7280,..,66.362,2.807,44.4276,..,99.3,23.3,..,92,111.5312729,90.94644928,1.039229989,0.1,10465.32,..,675.2276024,1.65485119,..,3076305453,1.852483872,3.746758819,12.37265712,16.1619036,50.0816794,67.96665227,18.64905458,25.66272392,8,..,1.757521548,34.3847464,..,81.20129936,101.2212963,300324464.8,0.448519854,..,9759800.797,583975309.3,67.40196726,3715.932657,-583397482.7,2.490836388
2006,YR2006,Finland,FIN,5266268,0.383777136,338440,13,2.25375E+11,42800,1.82856E+11,34720,9.2,79.21463415,1.84,9.503,..,99.8,3.6,..,97,96.7771225,111.455658,1.020630002,..,223234.56,..,7111.856822,12.72627979,17215.03729,2.16908E+11,4.027409658,0.920723415,2.001191461,30.24112622,43.07420025,38.90929282,23.99636778,37.77162125,3,..,1.444766675,107.4374168,..,67.57764166,91.6559459,..,..,..,436846661.1,4638725790,..,41188.0937,-2837996225,1.566663807
2006,YR2006,France,FRA,63621376,0.697191228,549087,13.1,2.40802E+12,37850,2.10421E+12,33070,8.5,80.81219512,2,7.3838,..,98.3,4.5,..,89,..,106.9275208,0.995469987,0.3,159666,..,4188.843259,5.840804198,7540.29589,2.31859E+12,2.449323601,2.155327391,1.518490643,19.28408447,27.93505509,28.16836936,23.23771164,42.53586422,5,104.72951,1.9750983,83.99106172,..,44.75933069,95.5885741,..,..,..,10285441104,78957053786,..,36443.62631,51482577203,1.675124496
2006,YR2006,French Polynesia,PYF,261007,0.8568947,4000,..,..,..,..,..,..,74.466,2.217,42.4296,..,..,..,..,..,..,..,..,..,1490.96,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.23531665,..,..,87.10173905,..,..,..,50934305.34,30649550.54,..,..,-20436347.01,..
2006,YR2006,Gabon,GAB,1430144,2.807578617,267670,..,8213787187,5740,17838899425,12470,..,58.641,4.223,119.3632,..,..,72.2,..,55,..,..,..,4.4,236696.46,..,2362.411757,2.824890361,945.3593484,10327598801,-2.806578356,9.868137278,4.911200315,59.46631966,60.57181652,28.07759274,24.04519626,..,10,..,1.28261921,62.78961956,..,69.47403882,177.3319999,4381593460,1.984645522,..,..,267805000,21.82297663,7221.369877,..,-1.409401366
2006,YR2006,"Gambia, The",GMB,1591444,3.043049767,11300,..,1023448042,640,3229331373,2030,..,58.313,5.696,106.2988,..,52.1,86.4,15.8,89,59.51028824,..,..,1.8,3229.32,..,71.63305778,0.226209656,..,1054113427,-0.555580977,1.303203998,25.60022584,12.12389238,21.03471234,29.33975624,15.69068531,..,8,..,0.260242378,25.40741276,..,25.61394184,96.64352214,717772695,2.94840915,..,946706.3473,82208102.59,47.25268181,662.3628772,-82208102.59,2.056503424
2006,YR2006,Georgia,GEO,3880347,-0.568484712,69700,36.9,7399046054,1910,23213208362,5980,6.3,70.635,1.711,50.275,45.6,98.8,21.2,..,96,92.03656769,95.30055237,1.076470017,0.1,27976.8,..,781.2476565,1.211231882,1769.171675,7745394293,9.419770648,8.449000226,11.19877592,21.71444318,32.47086636,56.65450801,29.73480591,22.47514485,7,..,5.218306951,40.66830242,..,59.57088594,115.5049507,2573385096,3.837320106,..,26741267.59,1171394522,92.05104658,1996.057129,-1184560924,9.160965084
2006,YR2006,Germany,DEU,82376451,-0.112797498,357100,15.2,3.149E+12,38230,2.85777E+12,34690,8.3,79.13170732,1.33,10.2908,..,98.4,4.6,..,96,98.49680328,103.0582886,0.978070021,..,113870,..,4204.654689,9.883407092,7212.437448,2.9922E+12,3.816441913,0.397281155,0.737585322,26.97439918,41.43290791,36.01682124,20.57071461,27.86376138,9,54.7293486,1.217715118,105.1303054,..,67.33484437,95.02083136,..,..,..,12705044234,87444159239,..,36323.44774,60529918995,1.577428259
2006,YR2006,Ghana,GHA,22379057,2.55438954,238540,..,13324359859,600,53260838518,2380,..,59.234,4.438,74.8906,16.6,49.7,80.5,13.9,85,69.4250412,41.57841873,0.938839972,2,83052.02,..,280.1681948,0.376691475,293.2205767,20440893017,6.399912502,80.75458082,28.94894567,19.80338501,25.19211876,40.72932508,22.95412369,13.5938802,11,3.718037169,0.371042977,23.26837304,..,51.27466785,124.9401806,3699920203,1.42273852,..,..,636010000,55.24138037,913.3938493,-636010000,10.91516997
2006,YR2006,Gibraltar,GIB,33420,0.59422161,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,4697.157391,..,4368.641532,..,..,..,..,..,..,..,..,..,..,..,..,65.83475477,..,..,58.22592545,..,..,..,..,..,..,..,..,..
2006,YR2006,Greece,GRC,11020362,0.300331801,131960,20.3,2.70519E+11,24550,3.0837E+11,27980,6.7,79.43902439,1.4,11.1688,..,99.99,4.3,..,98,99.09316254,100.7695236,0.961239994,..,37811.736,..,2742.629961,9.137630869,5434.576469,2.73318E+11,5.652433373,3.495042753,3.20123832,19.987243,21.17400899,31.67622983,26.15190165,37.82172356,15,73.42957042,2.78341887,98.16363153,..,32.50026912,92.80146818,..,..,..,982316113,5411403362,..,24801.15778,-1176469324,3.19594393
2006,YR2006,Greenland,GRL,56774,-0.283179181,410450,..,1716593267,30240,..,..,..,69.51926829,2.256,..,..,..,..,..,..,..,..,..,..,2.2,..,..,..,..,2013099482,5.555694901,2.238383145,16.24524913,16.72221526,37.80311573,51.89074051,23.13912208,..,..,..,..,94.60953819,..,52.45642401,74.96400177,..,..,..,..,..,..,35458.12312,..,..
2006,YR2006,Grenada,GRD,104938,0.26718083,340,..,674332454,6430,1041581983,9930,..,73.125,2.321,44.157,54,..,14.6,..,98,..,..,..,..,177,..,771.8843508,2.477653472,..,698700666.7,-3.995328244,4.632587859,3.890554944,19.42265002,23.22975907,57.59198635,..,..,6,..,..,44.02142319,..,46.37178916,84.1391668,452574948.4,2.246015974,..,1476888.889,89787148.15,255.4841856,6658.223586,-89787148.15,4.25195322
2006,YR2006,Guam,GUM,158649,0.153285738,540,..,..,..,..,..,..,76.966,2.598,49.1762,..,..,..,..,..,..,..,..,..,240,..,..,..,..,4238000000,-3.652517275,4.406880732,..,..,23.71401605,49.05615857,..,..,..,..,..,..,..,..,96.3252213,..,..,..,..,..,..,26713.05839,..,..
2006,YR2006,Guatemala,GTM,13213330,2.026228097,108890,51,28435502489,2150,76105427482,5760,3.2,70.082,3.833,92.6288,..,..,40.9,..,95,73.92884064,43.33914185,0.938380003,0.4,39172.4,..,599.5329716,0.871090028,540.4390869,29744368111,5.351397787,4.981332971,11.44906829,28.26904536,25.33983343,42.57209031,21.16500831,12.705932,14,..,0.431829465,53.58463647,..,60.31393887,141.0268646,10946171835,4.379084665,..,45500000,635300000,37.89128202,2251.087963,-551800000,6.560852828
2006,YR2006,Guinea,GIN,9307421,2.148488305,245860,..,3711871839,400,13569200584,1460,..,54.052,5.653,157.36,..,..,130.8,..,51,57.48635101,32.28936005,0.727469981,1.7,67130,..,..,0.204138182,..,4220019243,1.189613767,100.6077237,15.58456342,34.27539791,23.82431116,45.56199246,24.5634012,..,12,..,..,..,..,47.1324865,130.491875,3445041493,4.153479856,..,51600000,125000000,18.60021107,453.4037133,-125000000,34.6952706
2006,YR2006,Guinea-Bissau,GNB,1377582,2.398707778,36130,..,607835605.5,440,1642203213,1190,..,52.691,5.312,121.573,10.3,31,137.3,..,74,..,34.16217041,..,4,20982.1,..,65.33186409,0.159700112,..,592365688.1,2.309357998,-2.272704288,42.26040256,14.0024623,12.84866626,27.60053188,9.99072599,..,17,..,..,11.42074404,..,33.93174251,80.36494887,1047373768,1.675223243,..,4322131.856,17887123.56,64.0252246,430.0039403,-17219679.31,1.954737176
2006,YR2006,Guyana,GUY,746335,0.023986744,214970,..,1100455189,1470,5406131655,7240,..,66.972,2.797,94.0992,34.2,80.9,40.4,10.8,90,93.7951889,..,..,1.2,185375.74,..,669.9404423,1.782041577,..,2379818383,5.12960934,174.8577048,34.00026711,22.07167915,..,..,..,..,8,..,1.314883633,53.5946609,..,62.06355958,104.8769234,1163165912,1.393308054,..,48429000,102400000,173.527966,3188.67316,-102400000,6.677157904
2006,YR2006,Haiti,HTI,9344784,1.612703899,27750,..,7276030212,780,22154023586,2370,..,59.028,3.746,63.267,32,26.1,87.4,18.9,59,..,..,..,2.3,3792.88,..,375.305518,0.184059899,37.66807237,7408787819,1.744562258,9.817895325,17.69848427,26.46804439,5.32340794,28.03211605,14.7982474,..,13,..,..,12.84138693,..,28.72264737,140.5419704,1416972000,0.772965652,..,75515000,160600000,56.88092716,792.8260107,-160600000,11.34521522
2006,YR2006,Honduras,HND,7634295,2.323165271,112490,..,10389783126,1360,25008583284,3280,2.1,72.285,3.419,98.4166,65.2,66.3,27.9,8.7,95,81.94036865,58.28580093,1.062819958,0.6,66565.9,..,523.1143151,1.051832553,583.9439005,10917481688,6.567243552,5.348663465,11.85657915,26.78488327,56.05464205,77.07719305,28.34192973,21.10960405,12,..,0.692430001,29.35117283,..,115.2280385,107.4096964,3987694942,3.135938172,..,2121696.767,717591908.2,67.88183853,1430.057614,-668507260.7,5.577752077
2006,YR2006,"Hong Kong SAR, China",HKG,6857100,0.642270483,1100,..,2.0767E+11,30290,2.92675E+11,42680,..,82.37560976,0.984,3.1488,..,..,..,..,..,..,82.74578857,..,..,..,..,1932.909685,..,5882.807601,1.93536E+11,7.032611619,-0.534807699,0.062992608,7.995870559,185.185163,174.0234982,22.28514831,..,5,886.1146768,..,138.8419425,..,340.2065239,97.25557703,..,..,..,376550918.4,44901793969,..,28224.21506,2675540709,2.01411015
2006,YR2006,Hungary,HUN,10071370,-0.155716485,93030,..,1.13077E+11,11230,1.73243E+11,17200,8.7,73.09756098,1.34,19.8388,..,99.7,7.2,..,99,98.7664566,96.09008789,0.987890005,..,19963.02,..,2713.257084,5.506698691,3882.490664,1.15577E+11,4.031013267,3.658990383,3.53984379,27.22440615,73.86891402,74.9985884,25.78961132,35.21962779,7,36.28264873,1.22300996,99.10564734,..,132.8263056,93.44724987,..,..,..,797907342.1,18678720025,..,11475.82271,-359697187.7,3.930326038
2006,YR2006,Iceland,ISL,303782,2.34742243,103000,10.1,16237828119,53450,11024730249,36290,8.9,81.15853659,2.08,14.89,..,98.9,3,..,95,96.78497314,111.0056,1.00691998,..,387.34,..,12734.00662,7.669973863,31328.3868,17465318552,6.316993086,8.616684511,4.778219125,22.2440977,30.40556197,47.13059123,36.07221198,33.61300507,5,..,0,100.7346857,..,54.90881813,101.2201044,..,..,..,81592430.76,3876554983,..,57492.93425,1673898966,6.687079061
2006,YR2006,India,IND,1165486291,1.545696439,3287260,..,9.16984E+11,790,3.74355E+12,3210,..,64.918,2.899,47.679,56.3,46.6,71.2,43.5,69,..,54.88293839,..,..,687340,..,466.1382611,1.041839796,509.2140548,9.4026E+11,8.060732573,8.400938217,16.80944209,30.92723994,21.26794142,24.45653908,38.89730246,13.31678983,..,95.21515196,2.52680863,14.24727183,..,31.92925739,85.70052293,1.59526E+11,1.865263964,..,1561865362,20029119267,1.187126753,806.7532806,-5992285935,5.796523376
2006,YR2006,Indonesia,IDN,229318262,1.329581752,1910930,17.8,3.15565E+11,1380,1.47285E+12,6420,8.1,67.717,2.51,51.608,57.9,..,40,..,79,92.56089783,62.64102936,0.982860029,..,1003075.2,..,802.3545286,1.587749693,516.0339127,3.64571E+11,5.500951785,14.08742442,12.97380272,46.94355874,31.03471631,25.6224105,25.40021729,..,..,38.09588394,0.658702778,27.82291059,..,50.51889628,113.5357829,1.3597E+11,8.113973139,..,1359066196,4914201435,5.363593636,1589.801489,-2188448467,13.1086721
2006,YR2006,"Iran, Islamic Rep.",IRN,70554756,1.129469492,1745150,..,2.4585E+11,3480,1.0378E+12,14710,5,72.257,1.812,31.778,..,..,24.5,..,99,96.41342163,78.49475098,0.968400002,0.1,101454.52,..,2557.763845,6.955874102,2221.196825,2.66299E+11,4.999795262,14.58259303,7.118211241,48.25990087,29.86903525,23.29832346,38.64911736,29.9555044,10,13.63677372,3.3151938,21.80616729,..,44.22999676,158.5342755,20494226261,1.067621226,..,..,2317538500,1.661688092,3774.358055,..,10.01589825
2006,YR2006,Iraq,IRQ,27448124,1.934366374,438320,22.4,50087469518,1820,2.76314E+11,10070,9.3,68.157,4.48,71.7082,49.8,88.5,38.7,7.1,62,..,..,..,..,8222,..,908.5752454,3.056310879,981.8521659,65140147197,5.646297801,23.04474397,5.826032905,61.44419192,51.03194341,38.61857708,18.91759274,..,11,..,1.897571722,34.04739428,..,77.14597243,179.6662044,..,..,..,781300000,383000000,323.8589389,2373.209448,-78000000,53.23096291
2006,YR2006,Ireland,IRL,4273591,2.696005644,70280,17.2,2.04661E+11,47890,1.65546E+11,38740,7.9,79.24146341,1.91,16.7812,..,99.7,4.9,..,86,..,109.6034393,1.027320027,0.1,6843.72,..,3424.160852,11.18731296,6351.099111,2.31984E+11,4.991797639,3.46093121,0.92116319,30.08071514,79.03557468,70.98793542,31.89356784,33.75611495,4,70.37975018,0.512936298,110.8615681,..,78.38656991,99.10809723,..,..,..,1853312505,22070063905,..,54283.06472,20832366495,3.931639895
2006,YR2006,Isle of Man,IMN,81283,1.225444855,570,..,3610668314,44420,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6,..,..,..,..,3422651334,7.699998713,3.561261637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42107.83723,..,..
2006,YR2006,Israel,ISR,7053700,1.767805874,22070,..,1.57492E+11,22330,1.80602E+11,25600,..,80.55365854,2.88,14.4408,..,..,5.3,..,96,103.9482498,106.1162415,1.002599955,..,1536,..,2882.399025,9.120036293,6711.229567,1.54158E+11,5.593636168,1.607478506,1.540674465,22.14699564,40.75827408,40.60861535,20.60586187,36.257519,5,104.9131411,6.049564455,125.7928698,..,61.04590829,93.62664695,..,..,..,2381200000,14395500000,..,21854.87789,1042400000,2.060803918
2006,YR2006,Italy,ITA,58143979,0.300559689,301340,19.5,1.99116E+12,34250,1.89193E+12,32540,6.9,81.28292683,1.37,7.0146,..,99.8,4.3,..,88,100.4195175,100.0531235,0.988900006,0.2,87645.24,..,3175.799871,8.02576652,5833.467297,1.94792E+12,1.790639681,2.124853915,1.945839947,23.40095247,26.17348843,26.99469075,21.95761566,36.81701938,10,52.69746003,1.525482905,137.366591,..,44.12040168,98.22174368,..,..,..,2463936257,56995485107,..,33501.65817,1965501866,2.09084391
2006,YR2006,Jamaica,JAM,2754414,0.524679541,10990,14.3,11251901156,4090,20809329777,7550,..,74.143,2.325,76.0186,..,94.5,19.6,4.8,87,..,..,..,1.5,5434.7,..,1510.597899,4.378426772,2371.829362,11930171468,2.89912535,8.848192933,5.155826075,21.22011485,40.13152526,60.61407356,28.4225128,26.94820723,6,..,0.608922319,82.58220372,..,63.68726569,110.2599504,8121063793,7.38078244,..,357926850.1,842342788.3,14.776283,4331.292053,-796768451,8.561064087
2006,YR2006,Japan,JPN,127854000,0.063373589,377920,..,5.10506E+12,39930,4.34152E+12,33960,..,82.32195122,1.32,5.223,..,99.8,3.6,..,97,..,..,..,..,249300,..,4053.883437,9.309524927,8542.478139,4.53038E+12,1.420006556,-0.883377798,1.094291543,29.98259375,15.8729023,14.45887932,24.74862858,..,..,101.847343,0.917197038,77.73234294,..,27.05710671,75.42372881,..,..,..,3332164589,-2396909736,..,35433.98896,60549386567,0.249355116
2006,YR2006,Jordan,JOR,5991547,3.843365369,88780,..,15064337734,2510,53204381270,8880,8,72.763,3.866,31.3864,..,..,22.7,..,99,93.67272949,85.33641052,1.028800011,..,975,..,1143.878701,3.366409376,1678.865241,15056929760,8.092974944,10.65199991,2.583799678,25.41721484,53.87451361,87.87335685,28.34001938,29.64189546,10,..,4.659324009,72.48720696,..,111.2577416,89.65749445,13998412581,6.688000656,..,401551481,3544005642,95.72986865,2513.028732,-3682087447,6.251724667
2006,YR2006,Kazakhstan,KAZ,15308085,1.057671309,2724902,..,59140129240,3860,2.12939E+11,13910,8.9,66.15,2.36,28.2678,50.7,99.8,28.9,4.9,99,101.8485794,99.94946289,0.996510029,0.1,31120.78,..,4012.784813,11.77221057,4261.212294,81003884545,10.7,21.55170891,5.495834862,39.35645575,50.97529784,40.47822896,33.90079132,..,9,53.93364805,0.978998796,50.00066233,..,76.44942011,174.6577632,74438311787,20.17878702,..,2958485460,7611168450,11.67552935,5291.575305,-6689399480,8.721693861
2006,YR2006,Kenya,KEN,37649039,2.757917431,580370,..,21847775290,580,75717180969,2010,..,56.093,4.767,98.5136,..,..,72.3,..,77,..,48.77145004,0.954370022,6.3,37542.8,..,443.1654152,0.247018257,135.8600415,25825524821,6.472494299,23.53013325,20.5196878,19.38410594,22.98493964,32.25154548,18.6335854,..,15,44.0573428,1.45517741,19.49669464,..,41.56740308,89.2391287,6691670450,1.674826052,..,25399012.36,50674725.18,25.01126322,685.9544229,-26717027.61,14.45373421
